Observation_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Geosite_Type,Geological_Domain,Locality_Center_Lat,Locality_Center_Lon,Locality_Group_Key,Coordinate_Precision,Source_File,Source_Row_Ref,Center_Coord_Source,Is_Merchich_Format,Correction_Applied,Ground_Truth_Note
obs2_00305,Chaos alteration of gabbros,32.26972222222222,-6.258611111111111,Beni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,408,,False,,
obs2_00306,Red facies of the Guettioua Fm,32.21472222222223,-6.222777777777778,Beni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,409,,False,,
obs2_00307,Dinosaur bone deposi tat Agard-n-Sgat,32.23861111111111,-6.2283333333333335,Beni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,410,,False,,
obs2_00308,Dinosaur footprints of Ait wissadane,32.22777777777778,-6.248611111111111,Beni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,411,,False,,
obs2_00309,Basaltic flow B1,32.20722222222223,-6.256666666666667,Beni Mellal-Khénifra,PT,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,412,,False,,
obs2_00310,Radiating dykes Taghia-n-Ait Boulmane,32.20174444444445,-6.117430555555555,Beni Mellal-Khénifra,Mg,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,413,,False,,
obs2_00311,Karstic landscapes Taghia-n-Ait Boulmane,32.236644444444444,-6.119233333333333,Beni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,414,,False,,
obs2_00312,Gabbroic intrusion of Taghia-n-Ait Boulmane,32.236644444444444,-6.119233333333333,Beni Mellal-Khénifra,Mg,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,415,,False,,
obs2_00313,Dyke of Taguelft,32.20916666666667,-6.118888888888889,Beni Mellal-Khénifra,Mg,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,416,,False,,
obs2_00314,Fault-fold associated with the magmatic intrusion,32.19886944444444,-6.107111111111111,Beni Mellal-Khénifra,SG,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,417,,False,,
obs2_00316,Travertines of Tighalghalt,32.24314444444445,-6.2370833333333335,Beni Mellal-Khénifra,K,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,419,,False,,
obs2_00317,Taghia-n-Ait Boulmane gorges,32.236644444444444,-6.119233333333333,Beni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,420,,False,,
obs2_00318,Folded structures Taghia-n-Ait Boulmane,32.236644444444444,-6.119233333333333,Beni Mellal-Khénifra,SG,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,421,,False,,
obs2_00319,The community granaries of Taghia-n-Ait Boulmane,32.18385277777777,-6.095055555555556,Beni Mellal-Khénifra,C,Central High Atlas,,,geoheritage_expanded_20260809_group_28,point,geoheritage_expanded_20260809,422,,False,,
obs2_00320,"Watercourse, river, lake, dam",32.10894444444445,-6.4633416666666665,Beni Mellal-Khénifra,H,Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,424,,False,,
obs2_00321,Dinosaur footprints,32.10691388888889,-6.458327777777778,Beni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,425,,False,,
obs2_00322,Panoramic view of the Ouaouizaght Syncline,32.13167777777778,-6.397130555555556,Beni Mellal-Khénifra,SG&S,Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,426,,False,,
obs2_00323,Assif Assemssil Bridge,32.10832777777778,-6.472758333333333,Beni Mellal-Khénifra,H,Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,428,,False,,
obs2_00324,Oued Ahençal river,32.069947222222225,-6.424030555555556,Beni Mellal-Khénifra,H,Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,429,,False,,
obs2_00325,Oued el Abid Bridge,32.13381666666667,-6.311780555555555,Beni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,430,,False,,
obs2_00326,Panoramic view of badlands and cuesta,32.09181944444445,-6.331558333333333,Beni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,431,,False,,
obs2_00327,Ain Asserdoune-Tamgnounte,32.3241,-6.3375,Beni Mellal-Khénifra,"H,K&C",Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,432,,False,,
obs2_00328,Moudj Canyon,32.280556,-6.2975,Beni Mellal-Khénifra,"H,K&E",Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,434,,False,,
obs2_00329,Taghbaloute- n- Ouhlima,32.55341501,-6.01361989,Beni Mellal-Khénifra,"H,K,C&E",Central High Atlas,,,geoheritage_expanded_20260809_group_29,point,geoheritage_expanded_20260809,444,,False,,
obs2_00330,Jurassic tabular structures,32.16799722222222,-4.370661111111111,Draa-Tafilalet ,G,Central High Atlas,,,geoheritage_expanded_20260809_group_30,point,geoheritage_expanded_20260809,511,,False,,
obs2_00331,wadi Ziz canyon,32.15258333333333,-4.374058333333333,Draa-Tafilalet ,G,Central High Atlas,,,geoheritage_expanded_20260809_group_30,point,geoheritage_expanded_20260809,512,,False,,
obs2_00332,Hammat Moulay Ali Cherif,32.18263333333333,-4.367130555555555,Draa-Tafilalet ,G,Central High Atlas,,,geoheritage_expanded_20260809_group_30,point,geoheritage_expanded_20260809,513,,False,,
obs2_00333,Hassan Addakhil Dam Lake,32.02576111111111,-4.463383333333334,Draa-Tafilalet ,G,Central High Atlas,,,geoheritage_expanded_20260809_group_30,point,geoheritage_expanded_20260809,514,,False,,
obs2_00334,Tunnel Zaabel,32.171902777777774,-4.367847222222222,Draa-Tafilalet ,G,Central High Atlas,,,geoheritage_expanded_20260809_group_30,point,geoheritage_expanded_20260809,515,,False,,
obs2_00335,Ziz Valley Ait Atmane,32.08546944444445,-4.383705555555556,Draa-Tafilalet ,G,Central High Atlas,,,geoheritage_expanded_20260809_group_30,point,geoheritage_expanded_20260809,516,,False,,
obs2_00336,Waterfall,32.079752777777784,-4.375116666666666,Draa-Tafilalet ,G,Central High Atlas,,,geoheritage_expanded_20260809_group_30,point,geoheritage_expanded_20260809,517,,False,,
obs2_00337,Panoramic view from the Kettara intrusion,31.873697222222223,-8.168141666666665,Marrakech-Safi,Mg,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,518,,False,,
obs2_00338,Mineralized quartz-chlorite vein cutting the schists at a low angle in the Kettara gossan,31.866136111111118,-8.177069444444443,Marrakech-Safi,M,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,519,,False,,
obs2_00339,"Mineralized quartz-chlorite vein cutting the schists at a 
low angle in the Kettara gossan",31.876741666666668,-8.143633333333334,Marrakech-Safi,M,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,520,,False,,
obs2_00340,"Specimen from the drill core showing a mineralized quartz-chlorite 
vein crosscut by a carbonate (CC) vein",31.877572222222224,-8.187175,Marrakech-Safi,M,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,522,,False,,
obs2_00341,Intrusion affected by subvertical schistosity,31.85823888888889,-8.164880555555555,Marrakech-Safi,M,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,524,,False,,
obs2_00342,Panorama of a geological succession with several uncon formities (Tahannaout; Douar Sour),31.343988888888887,-7.951219444444445,Marrakech-Safi,"S,PL&SG",Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,525,,False,,
obs2_00343,Normal faults with tilted blocks (Zawyat bou houta),31.330672222222223,-7.954158333333334,Marrakech-Safi,SG,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,526,,False,,
obs2_00344,"Syn-sedimentary tectonic geosite: Hemigraben perched on visean basement, graben, tilted block and normal faults (Tibizzit)",31.323452777777774,-7.955347222222223,Marrakech-Safi,S&SG,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,527,,False,,
obs2_00345,"Syn-sedimentary tectonic geosite of a 
normal fault (Aghzane",31.306475,-7.971997222222222,Marrakech-Safi,S&SG,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,528,,False,,
obs2_00346,Moulay Brahim landscape,31.292386111111117,-7.965736111111111,Marrakech-Safi,"Mg,S,SG&C",Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,529,,False,,
obs2_00347,Asni anticlinorium,31.25712777777778,-7.980569444444445,Marrakech-Safi,G,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,530,,False,,
obs2_00348,Imlil landscape,31.13441111111111,-7.9208944444444445,Marrakech-Safi,S&SG,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,531,,False,,
obs2_00350,Aerial courses and B tree climbing in Terre d’Amanar tourist site (Tahannaout),31.345327777777776,-7.9461,Marrakech-Safi,,Meseta,,,geoheritage_expanded_20260809_group_31,point,geoheritage_expanded_20260809,534,,False,,
obs2_00351,Typical coastal cliff of the Dakhla peninsula,23.75555555555556,-15.925,Dakhla-Oued Eddahab,S,Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,559,,False,,
obs2_00352,Dewatering fold,23.59083333333333,-15.698055555555555,Dakhla-Oued Eddahab,S,Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,564,,False,,
obs2_00353,Neptunian dyke in the Izik deposits,23.59083333333333,-15.698055555555555,Dakhla-Oued Eddahab,S,Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,565,,False,,
obs2_00354,Shark tooth,23.59083333333333,-15.698055555555555,Dakhla-Oued Eddahab,PL,Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,566,,False,,
obs2_00355,Miocene-Pliocene succession,23.59083333333333,-15.698055555555555,Dakhla-Oued Eddahab,S,Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,567,,False,,
obs2_00356,Neolithic engravings on Lower Cretaceous sandstones,23.326666666666668,-15.23277777777778,Dakhla-Oued Eddahab,"S,SG&C",Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,568,,False,,
obs2_00357,Rounded hills of nepheline syenite,22.55027777777778,-14.317222222222222,Dakhla-Oued Eddahab,Me&Mg,Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,571,,False,,
obs2_00358,Magmatic lineation,22.55027777777778,-14.317222222222222,Dakhla-Oued Eddahab,Me&Mg,Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,572,,False,,
obs2_00359,Dliyat N’sour migmatite with large basic blocks crosscut by granite veins,22.59777777777777,-14.4025,Dakhla-Oued Eddahab,"Me,Pt&SG",Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,573,,False,,
obs2_00360,Awsard panorama,22.627222222222223,-14.408055555555556,Dakhla-Oued Eddahab,SG,Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,574,,False,,
obs2_00375,Laglat mica-schists showing superimposed structures,22.612222222222226,-14.4825,Dakhla-Oued Eddahab,SG,Middle Atlas,,,geoheritage_expanded_20260809_group_33,point,geoheritage_expanded_20260809,589,,False,,
obs2_00376,Accident of Izelfane,33.357055555555554,-4.04425,,SG,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,590,,False,,
obs2_00377,Fossils of Ighzer Izelfane,33.35788888888889,-4.029638888888889,,PL,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,591,,False,,
obs2_00378,Diapir of Tittaouine,33.36786111111111,-4.016694444444444,,SG,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,592,,False,,
obs2_00379,Salt mine of Tittaouine,33.373,-4.017944444444445,,GM,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,593,,False,,
obs2_00380,Tittaouine Spring,33.374611111111115,-4.021222222222222,,H,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,594,,False,,
obs2_00381,Jbel Aghanja’s fold,33.378861111111114,-4.010527777777778,,SG,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,595,,False,,
obs2_00382,Kardoud and Abdel Ali springs,33.32016666666667,-3.916833333333333,,H,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,596,,False,,
obs2_00383,Calcite quarry,33.47083333333334,-3.963638888888889,,GM,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,597,,False,,
obs2_00384,Sauropod footprints,33.480222222222224,-4.02375,,PL,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,598,,False,,
obs2_00385,Jbel Bou Naceur,33.570750000000004,-3.888,,SG,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,599,,False,,
obs2_00386,Ain Jdid,33.48630555555555,-3.8171388888888886,,H,Middle Atlas,,,geoheritage_expanded_20260809_group_34,point,geoheritage_expanded_20260809,600,,False,,
obs2_00387,Late Precambrian rhyolites of Sidi Daoui,33.233333333333334,-8.5,Doukkala-Abda,Pt,Meseta,,,geoheritage_expanded_20260809_group_35,point,geoheritage_expanded_20260809,601,,False,,
obs2_00388,Jbel Irhoud,31.913833333333333,-8.838466666666667,Doukkala-Abda,"PL,St&T",Meseta,,,geoheritage_expanded_20260809_group_35,point,geoheritage_expanded_20260809,602,,False,,
obs2_00389,Sidi Bouzid escarpment,32.30027777777777,-9.251111111111111,Doukkala-Abda,PL&St,Meseta,,,geoheritage_expanded_20260809_group_35,point,geoheritage_expanded_20260809,605,,False,,
obs2_00390,Consolidated and unconsolidated dunes,32.718491666666665,-9.061522222222225,Doukkala-Abda,G,Meseta,,,geoheritage_expanded_20260809_group_35,point,geoheritage_expanded_20260809,607,,False,,
obs2_00391,ElGoraan cave,32.5575,-9.254166666666666,Doukkala-Abda,GM,Meseta,,,geoheritage_expanded_20260809_group_35,point,geoheritage_expanded_20260809,608,,False,,
obs2_00392,Oualidia caves,32.75201388888889,-9.012411111111112,Doukkala-Abda,GM,Meseta,,,geoheritage_expanded_20260809_group_35,point,geoheritage_expanded_20260809,610,,False,,
obs2_00393,Oualidia Lagoon,32.73180555555555,-8.961111111111112,Doukkala-Abda,E,Meseta,,,geoheritage_expanded_20260809_group_35,interval,geoheritage_expanded_20260809,611,,False,,
obs2_00394,Sidi Moussa Lagoon,32.86666666666667,-8.851388888888888,Doukkala-Abda,E,Meseta,,,geoheritage_expanded_20260809_group_35,point,geoheritage_expanded_20260809,612,,False,,
obs2_00395,Zima Lake,32.080000000000005,-8.66,Doukkala-Abda,E,Meseta,,,geoheritage_expanded_20260809_group_35,point,geoheritage_expanded_20260809,613,,False,,
obs2_00397,Boulemane,33.364444444444445,-4.7225,,G&SG,Middle Atlas,,,geoheritage_expanded_20260809_group_36,point,geoheritage_expanded_20260809,615,,False,,
obs2_00398,Guigou valley,33.40472222222222,-4.721111111111111,,G&St,Middle Atlas,,,geoheritage_expanded_20260809_group_36,point,geoheritage_expanded_20260809,616,,False,,
obs2_00399,Guigou valley,33.46083333333333,-4.6725,,Pt,Middle Atlas,,,geoheritage_expanded_20260809_group_36,point,geoheritage_expanded_20260809,617,,False,,
obs2_00400,Taferdoust,33.47361111111111,-4.654444444444445,,G&I,Middle Atlas,,,geoheritage_expanded_20260809_group_36,point,geoheritage_expanded_20260809,618,,False,,
obs2_00401,Taghrout,33.48305555555556,-4.6075,,"G,St&SG",Middle Atlas,,,geoheritage_expanded_20260809_group_36,point,geoheritage_expanded_20260809,619,,False,,
obs2_00402,Anchrif,33.48222222222223,-4.61888888888889,,PL,Middle Atlas,,,geoheritage_expanded_20260809_group_36,point,geoheritage_expanded_20260809,620,,False,,
obs2_00403,Skoura,33.51611111111111,-4.539722222222222,,"H,S&G",Middle Atlas,,,geoheritage_expanded_20260809_group_36,point,geoheritage_expanded_20260809,621,,False,,
obs2_00404,Tadaout,33.51916666666666,-4.055555555555555,,St,Middle Atlas,,,geoheritage_expanded_20260809_group_36,point,geoheritage_expanded_20260809,622,,False,,
obs2_00406,El Mers,33.44444444444444,-4.45,,PL&I,Middle Atlas,,,geoheritage_expanded_20260809_group_36,point,geoheritage_expanded_20260809,625,,False,,
obs2_00407,The flute casts of Punta Cires,35.90525555555556,-5.481886111111111, Tanger-Tétouan-Al Hoceïma,S,Rif,35.9,-5.4167,geoheritage_expanded_20260809_group_37,point,geoheritage_expanded_20260809,626,legend_lookup,False,,Report-documented reclassification (geosite_phase2_report_fr.tex:290): national model predicted Moderee/Difficile (regional Rif roughness R=263.5); field route-time check found 8min/2.7km piste drive Belyounech->Jbel Moussa forest (vs 1h05/4.1km on foot) -> reclassified Facile. Old category (source CSV): Difficile (Difficult). New category: Facile.
obs2_00408,Talaat Lakraa mixed flysch,35.82940000000001,-5.715833333333333, Tanger-Tétouan-Al Hoceïma,G,Rif,35.9,-5.4167,geoheritage_expanded_20260809_group_37,point,geoheritage_expanded_20260809,629,legend_lookup,False,,
obs2_00409,Beni Ider of Sidi Kankouch,35.83153055555556,-5.704813888888889, Tanger-Tétouan-Al Hoceïma,S,Rif,35.9,-5.4167,geoheritage_expanded_20260809_group_37,point,geoheritage_expanded_20260809,630,legend_lookup,False,,
obs2_00410,The Upper Cretaceous of the Beni Ider nappe and the Italian Castle,35.79333055555556,-5.8261416666666666, Tanger-Tétouan-Al Hoceïma,S&SG,Rif,35.9,-5.4167,geoheritage_expanded_20260809_group_37,point,geoheritage_expanded_20260809,632,legend_lookup,False,,
obs2_00411,Phoenician Necropolises and the Numidian,35.78498611111111,-5.929822222222223, Tanger-Tétouan-Al Hoceïma,GeC,Rif,35.9,-5.4167,geoheritage_expanded_20260809_group_37,point,geoheritage_expanded_20260809,633,legend_lookup,False,,
obs2_00412,The Numidian of Cap Spartel,35.79096111111111,-5.923911111111112, Tanger-Tétouan-Al Hoceïma,S,Rif,35.9,-5.4167,geoheritage_expanded_20260809_group_37,point,geoheritage_expanded_20260809,634,legend_lookup,False,,
obs2_00413,Achakar calcarenites,35.77959722222222,-5.930925, Tanger-Tétouan-Al Hoceïma,G,Rif,35.9,-5.4167,geoheritage_expanded_20260809_group_37,point,geoheritage_expanded_20260809,635,legend_lookup,False,,
obs2_00414,Grotte Hercule,35.75993611111111,-5.939444444444445, Tanger-Tétouan-Al Hoceïma,G,Rif,35.9,-5.4167,geoheritage_expanded_20260809_group_37,point,geoheritage_expanded_20260809,636,legend_lookup,False,,
obs2_00415,"Ain Asserdoune,  Béni Mellal city",32.3241,-6.3375,Béni Mellal-Khénifra,"H,G,K, C&Ec",Middle Atlas,,,geoheritage_expanded_20260809_group_38,point,geoheritage_expanded_20260809,637,,False,,
obs2_00416,"Taghbaloute-n- Ouhlima, El Ksiba city",32.55341501,-6.01361989,Béni Mellal-Khénifra,"H,K,C&E",Middle Atlas,,,geoheritage_expanded_20260809_group_38,point,geoheritage_expanded_20260809,638,,False,,
obs2_00417,"Ain Tamda,  Zaouit Cheikh city",32.64057778,-5.91269444,Béni Mellal-Khénifra,"K,H,C&A",Middle Atlas,,,geoheritage_expanded_20260809_group_38,point,geoheritage_expanded_20260809,639,,False,,
obs2_00418,"Sources d’Ouchrah, Tagzirte",32.42897599,-6.170837578,Béni Mellal-Khénifra,"G,K,H,E,C&R",Middle Atlas,,,geoheritage_expanded_20260809_group_38,point,geoheritage_expanded_20260809,640,,False,,
obs2_00419,"Jbel Taçmit, Foum El Ancer",32.29302956,-6.214958909,Béni Mellal-Khénifra,"H,K&C",Middle Atlas,,,geoheritage_expanded_20260809_group_38,point,geoheritage_expanded_20260809,641,,False,,
obs2_00420,"Canyon Moudj, Foum El Ancer",32.280556,-6.2975,Béni Mellal-Khénifra,"H,K&E",Middle Atlas,,,geoheritage_expanded_20260809_group_38,point,geoheritage_expanded_20260809,642,,False,,
obs2_00421,Bine El Ouidane dam anchored in massive oncolithic limestones of the Fm BI,32.10894444444445,-6.4633416666666665,Béni Mellal-Khénifra,H,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,643,,False,,
obs2_00422,"Panoramic view on the Tadla plain and the Afourer
 pumped storage power station (PSPS)",32.10894444444445,-6.4633416666666665,Béni Mellal-Khénifra,H,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,644,,False,,
obs2_00423,"Rhynchonella-type brachiopods and big gasteropds ( marl-limestones of Fm
 BII)",32.10691388888889,-6.458327777777778,Béni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,645,,False,,
obs2_00424,"Overfold affecting the marl-limestones of Fm
 BII",32.10691388888889,-6.458327777777778,Béni Mellal-Khénifra,SG,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,646,,False,,
obs2_00425,"Large lamellibranchs, gasteropods, and polypiers  (marl-limestones of Fm BII)",32.10691388888889,-6.458327777777778,Béni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,647,,False,,
obs2_00426,Massive oncolitic limestones of Fm BIII ( beginning of Middle-Upper regression),32.106411111111115,-6.451858333333334,Béni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,648,,False,,
obs2_00427,"Black limestone beds of Fm BII with large ammonites  lamellibranchs, gasteropods, and polypiers",32.10691388888889,-6.458327777777778,Béni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,649,,False,,
obs2_00428,Passage of the marine carbonate deposits from FmBIII to the red layers (Middle and Upper Jurassic regression),32.106902777777776,-6.447197222222222,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,650,,False,,
obs2_00429,Footprints of Theropod & Sauropod dinosaurs ( Saurischia dinosaurs) in silt beds of Bathonian-age (165 Ma),32.106902777777776,-6.447197222222222,Béni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,651,,False,,
obs2_00430,YellowishTilouguite Fm of Upper Bajocian-Lower Bathonian age,32.106902777777776,-6.447197222222222,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,652,,False,,
obs2_00431,The first basalt flow (the major effusive event of Middle Jurassic),32.11295555555556,-6.4165833333333335,Béni Mellal-Khénifra,St,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,653,,False,,
obs2_00432,Panoramic view of the Ouaouizaght syncline (Cretaceous formation),32.13167777777778,-6.397130555555556,Béni Mellal-Khénifra,S&St,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,654,,False,,
obs2_00433,Gypsum of the Iouaridene Fm of Lower Barremian (sabkha environment),32.13381666666667,-6.311780555555555,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,655,,False,,
obs2_00434,Euphorbia resinifiera (in Arabic Zakoum) couvering  the Iouardene Fm,32.13381666666667,-6.311780555555555,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,656,,False,,
obs2_00435,The basaltic flow B2  (The Major effusive Upper Barremian event),32.13381666666667,-6.311780555555555,Béni Mellal-Khénifra,Mg,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,657,,False,,
obs2_00436,Mio-Pliocene alluvial terraces,32.13302222222222,-6.300258333333333,Béni Mellal-Khénifra,H,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,658,,False,,
obs2_00437,The acted conglomerates deposited by the ancient Oued El Abid River,32.13302222222222,-6.300258333333333,Béni Mellal-Khénifra,H,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,659,,False,,
obs2_00438,The spectacular land scapes overlooking the entire Bine El Ouidane dam are panoramic,32.09181944444445,-6.331558333333333,Béni Mellal-Khénifra,H,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,660,,False,,
obs2_00439,"Red layers, layers of gypsum, interstratified basalt flow B2",32.13644722222222,-6.303011111111111,Béni Mellal-Khénifra,S&Mg,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,661,,False,,
obs2_00440,Houses and the granaries cover the sum mits of the red brick hills surrounding the lake,32.13279722222222,-6.330252777777778,Béni Mellal-Khénifra,C&Ar,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,662,,False,,
obs2_00441,Silty and sandstone strata tracks of footprints of theropod and sauropod dinosaurs,32.112341666666666,-6.340222222222222,Béni Mellal-Khénifra,St&PL,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,663,,False,,
obs2_00442,Cross-stratification and current ripples) of Guettioua and Jbel Sidal Fms,32.083733333333335,-6.307263888888889,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,664,,False,,
obs2_00443,"Beautiful views of the lake, the outlet and the meanders of Ahansal river",32.069947222222225,-6.424030555555556,Béni Mellal-Khénifra,,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,665,,False,,
obs2_00444,Panoramic view of the meanders,32.069947222222225,-6.424030555555556,Béni Mellal-Khénifra,,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,666,,False,,
obs2_00445,Continental Guettioua Fm on the marine Fm BIII with a gap in the Tilougite Fm,32.069947222222225,-6.424030555555556,Béni Mellal-Khénifra,St,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,667,,False,,
obs2_00446,Coffee built on the massive limestone of BIII,32.069947222222225,-6.424030555555556,Béni Mellal-Khénifra,Ar,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,668,,False,,
obs2_00447,"Hotels, chalets and guest houses, coffee shop, and restaurants",32.10832777777778,-6.472758333333333,Béni Mellal-Khénifra,Ar,Central High Atlas,,,geoheritage_expanded_20260809_group_39,point,geoheritage_expanded_20260809,669,,False,,
