Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Dist_to_Highway_m,Slope_deg,Ruggedness,Elevation_m,LULC_Friction,Dist_to_Settlement_m,Soil_Class,Geology_Class,LULC_Class_Name_WorldCover,Coordinate_Precision,N_Raster_Cells_Imputed,MCDM_Score,MCDM_Class,National_Model_Class
loc_00219,Permian Rhyolite of Souk Sebt,33.64218611111111,-6.135827777777778,Rabat-Salé-Kénitra,4.703701814417141,10.633240768210394,10.385490480533315,506.6870727539063,0.15,21717.539465801623,9.0,71.0,Grassland,point,1,0.161233136169002,Easy,Easy
loc_00220,Triassic Basalts of Jbel Merzaga-Maaziz,33.686030555555554,-6.443472222222223,Rabat-Salé-Kénitra,1.2892714245305898,10.551808625190333,13.20045307254003,429.4542541503906,0.2,25922.984866413182,9.0,71.0,Cropland,point,1,0.1828706597848859,Easy,Easy
loc_00221,Upper Trias sic evaporate (gypsum) of Khemisset,33.621944444444445,-6.416666666666667,Rabat-Salé-Kénitra,95.01997152646516,5.605332461834372,4.567215722454481,236.5865631103516,0.2,31631.48179600992,9.0,71.0,Cropland,point,1,0.0952856277396935,Easy,Easy
loc_00222,Visean-Miocene uncon,33.565216666666664,-6.749641666666666,Rabat-Salé-Kénitra,1.6949319878538958,28.495191909957573,33.90506183214424,370.12109375,0.15,51470.22509740384,9.0,14.0,Grassland,point,0,0.4127814566259395,Moderate,Moderate
loc_00223,Triassic-Miocene uncon of Maaziz,33.61027777777778,-6.405,Rabat-Salé-Kénitra,1452.1428009939073,6.376587451304848,12.05689409744641,305.7875366210937,0.2,32587.847713081694,9.0,8.0,Cropland,point,0,0.2335542131814564,Easy,Easy
loc_00224,Quaternary Basal tic flow of El Harcha,33.48583333333333,-6.158333333333334,Rabat-Salé-Kénitra,25.06700932051426,8.407937950893986,11.69063599641658,966.596923828125,0.15,39114.71660600604,9.0,30.0,Grassland,point,0,0.1899273842940876,Easy,Easy
loc_00225,Gabroic Intrusion of Idemrane,32.20277777777778,-6.119999999999999,Béni Mellal-Khénifra,3062.7267140449294,7.363446724399254,6.398190332838326,1237.0390625,0.2,26359.60065857226,9.0,71.0,Cropland,point,0,0.4852879352652396,Difficult,Moderate
loc_00226,Sills of Idemrane,32.275,-6.2588888888888885,Béni Mellal-Khénifra,473.83700884125176,27.59415131870613,38.79839432141012,1885.474609375,0.15,11050.483527163511,9.0,71.0,Grassland,point,1,0.5395191874915952,Difficult,Difficult
loc_00227,Folded marly limstones of the Bine El OuidaneII  Fm,32.26083333333333,-6.262777777777778,Béni Mellal-Khénifra,54.08943693397568,23.352479479078053,19.34767844460228,1687.9600830078125,0.15,11789.30036119778,9.0,71.0,Grassland,point,0,0.4269382249275865,Moderate,Moderate
loc_00228,Fossil wood of the Azilal Fm,32.27,-6.263888888888889,Béni Mellal-Khénifra,18.144170917398903,19.75033106115509,26.026701115379648,1758.47216796875,0.1,11028.299827833536,9.0,71.0,Bare/sparse vegetation,point,0,0.4414694749773917,Moderate,Difficult
loc_00229,Chaos alteration of gabbros,32.26972222222222,-6.258611111111111,Béni Mellal-Khénifra,20.077646712541554,24.09392174962056,25.01479875548812,1734.606201171875,0.15,11430.300234535138,9.0,71.0,Grassland,point,0,0.4692286937593911,Difficult,Difficult
loc_00230,Red facies of the Guettioua Fm,32.21472222222223,-6.222777777777778,Béni Mellal-Khénifra,491.6107736342864,23.86492167756713,28.889130899728823,1393.31494140625,0.15,18086.993043647504,9.0,69.0,Grassland,point,0,0.4627301314243177,Difficult,Difficult
loc_00231,Dinosaur bone deposi tat Agard-n-Sgat,32.23861111111111,-6.2283333333333335,Béni Mellal-Khénifra,766.3445718847545,21.74044795843676,18.4665335663094,1249.037353515625,0.15,15844.04545557374,9.0,71.0,Grassland,point,1,0.3903298275505913,Moderate,Moderate
loc_00232,Dinosaur footprints of Ait wissadane,32.22777777777778,-6.248611111111111,Béni Mellal-Khénifra,522.3890506705388,13.687307631224453,15.058435361247415,1294.999267578125,0.15,15392.813503453028,9.0,69.0,Grassland,point,0,0.2890569936514457,Moderate,Moderate
loc_00233,Basaltic flow B1,32.20722222222223,-6.256666666666667,Béni Mellal-Khénifra,1852.2030170997248,22.95727674905869,25.701849819214875,1413.5147705078125,0.55,16790.956491572022,9.0,69.0,Tree cover,point,0,0.603745538457452,Difficult,Difficult
loc_00234,Karstic landscapes Taghia-n-Ait Boulmane,32.236644444444444,-6.119233333333333,Béni Mellal-Khénifra,13.155253149036714,3.003968997155924,3.2211621497288223,1075.02783203125,0.05,24534.466881190485,9.0,71.0,Built-up,point,1,0.1221625556046989,Easy,Easy
loc_00235,Gabbroic intrusion of Taghia-n-Ait Boulmane,32.236644444444444,-6.119233333333333,Béni Mellal-Khénifra,13.155253149036714,3.003968997155924,3.2211621497288223,1075.02783203125,0.05,24534.466881190485,9.0,71.0,Built-up,point,1,0.1221625556046989,Easy,Easy
loc_00236,Dyke of Taguelft,32.20916666666667,-6.118888888888889,Béni Mellal-Khénifra,2456.633121609544,22.45232594156723,29.364462608148244,1265.3377685546875,0.55,26060.15435460887,9.0,71.0,Tree cover,point,0,0.7024697737628772,Very Difficult,Difficult
loc_00237,Fault-fold associated with the magmatic intrusion of Ait Boulmane,32.193888888888885,-6.101944444444444,Béni Mellal-Khénifra,4715.865171817877,23.84165692854812,20.224570030023244,1360.9290771484375,0.35,28321.62271612698,9.0,71.0,Shrubland,point,0,0.7658356737680454,Very Difficult,Difficult
loc_00238,Taghia-n-Ait Boulmane gorges,32.236644444444444,-6.119233333333333,Béni Mellal-Khénifra,13.155253149036714,3.003968997155924,3.2211621497288223,1075.02783203125,0.05,24534.466881190485,9.0,71.0,Built-up,point,1,0.1221625556046989,Easy,Easy
loc_00239,Folded structures Taghia-n-Ait Boulmane,32.236644444444444,-6.119233333333333,Béni Mellal-Khénifra,13.155253149036714,3.003968997155924,3.2211621497288223,1075.02783203125,0.05,24534.466881190485,9.0,71.0,Built-up,point,1,0.1221625556046989,Easy,Easy
loc_00240,"Watercourse, river, lake, dam",32.10894444444445,-6.4633416666666665,Béni Mellal-Khénifra,8.204180413967157,21.470050897276376,30.42618176168647,868.0701293945312,0.15,27100.08718926285,9.0,71.0,Grassland,point,1,0.3955991849163743,Moderate,Moderate
loc_00241,Dinosaur footprints,32.10691388888889,-6.458327777777778,Béni Mellal-Khénifra,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,9.0,71.0,Grassland,point,1,0.3820175369521214,Moderate,Moderate
loc_00242,Panoramic view of the Ouaouizaght Syncline,32.13167777777778,-6.397130555555556,Béni Mellal-Khénifra,11.14394853964539,4.019874997324269,5.623744996126033,885.3196411132812,0.15,22892.338804333696,5.0,69.0,Grassland,point,0,0.1268834953355245,Easy,Easy
loc_00243,Assif Assemssil Bridge,32.10832777777778,-6.472758333333333,Béni Mellal-Khénifra,1.0246737191344992,24.449028068283017,33.0034850569796,856.4182739257812,0.05,27513.15066870841,9.0,71.0,Built-up,point,1,0.4148713816313736,Moderate,Difficult
loc_00244,Oued Ahençal river,32.069947222222225,-6.424030555555556,Béni Mellal-Khénifra,4385.488123370983,24.541921139203296,28.37785049312371,871.8032836914062,0.1,30126.302598263537,9.0,71.0,Bare/sparse vegetation,point,1,0.7550063332201217,Very Difficult,Difficult
loc_00245,Oued el Abid Bridge,32.13381666666667,-6.311780555555555,Béni Mellal-Khénifra,2.422127992784546,31.979126557880168,31.86414936160253,842.4544067382812,0.15,22621.04680027556,9.0,71.0,Grassland,point,0,0.4429355064313369,Moderate,Moderate
loc_00246,Panoramic view of badlands and cuesta,32.09181944444445,-6.331558333333333,Béni Mellal-Khénifra,18.81134508248273,12.949648808378516,16.983697055785125,1118.982666015625,0.2,27028.466804232576,9.0,71.0,Cropland,point,1,0.2753153529693659,Moderate,Moderate
loc_00247,Ain Asserdoune-Tamgnounte,32.3241,-6.3375,Béni Mellal-Khénifra,106.56288488691804,20.81745909909193,27.146415269079288,688.8087768554688,0.1,1863.6487117235988,5.0,71.0,Bare/sparse vegetation,point,1,0.3670258257221931,Moderate,Moderate
loc_00248,Moudj Canyon,32.280556,-6.2975,Béni Mellal-Khénifra,24.30783102618309,9.142088626846869,13.389631287125516,1252.2607421875,0.35,7943.981633918602,9.0,71.0,Shrubland,point,1,0.242450350069251,Easy,Easy
loc_00249,Taghbaloute- n- Ouhlima,32.55341501,-6.01361989,Béni Mellal-Khénifra,14.51471172500096,11.471146983523562,9.792559158703511,1142.0794677734375,0.55,40130.45273341728,9.0,71.0,Tree cover,point,0,0.226724855931155,Easy,Moderate
loc_00250,Jurassic tabular structures,32.36833333333334,-4.987777777777778,Drâa-Tafilalet,6616.426666495471,28.195112842622336,34.60735529119318,2280.297607421875,0.15,41758.82666421889,9.0,71.0,Grassland,point,3,0.9005830532861155,Very Difficult,Difficult
loc_00251,Typical coastal cliff of the Dakhla peninsula,23.75555555555556,-15.925,Eddakhla-Oued Eddahab,31.31178826164368,3.1794252686017423,2.5911170278698945,5.2284321784973145,0.1,7081.935521931108,7.0,82.0,Bare/sparse vegetation,point,3,0.0680558518289792,Easy,Easy
loc_00252,North border of the Dakhla lagoon north of the artesian well,23.91027777777778,-15.71861111111111,Eddakhla-Oued Eddahab,1118.3502386886637,0.9614659874186248,0.4684742472388528,3.2029595375061035,0.1,33162.319799433135,7.0,40.0,Bare/sparse vegetation,point,0,0.1018137879882632,Easy,Easy
loc_00253,Sphinx Rock,23.91027777777778,-15.71861111111111,Eddakhla-Oued Eddahab,1118.3502386886637,0.9614659874186248,0.4684742472388528,3.2029595375061035,0.1,33162.319799433135,7.0,40.0,Bare/sparse vegetation,point,0,0.1018137879882632,Easy,Easy
loc_00254,"Outcrops of Eocene for
mations beneath Miocene deposits",23.91027777777778,-15.71861111111111,Eddakhla-Oued Eddahab,1118.3502386886637,0.9614659874186248,0.4684742472388528,3.2029595375061035,0.1,33162.319799433135,7.0,40.0,Bare/sparse vegetation,point,0,0.1018137879882632,Easy,Easy
loc_00255,Lower Eocene Izik Formation with chert nodules,23.91027777777778,-15.71861111111111,Eddakhla-Oued Eddahab,1118.3502386886637,0.9614659874186248,0.4684742472388528,3.2029595375061035,0.1,33162.319799433135,7.0,40.0,Bare/sparse vegetation,point,0,0.1018137879882632,Easy,Easy
loc_00256,Dewatering fold,23.59083333333333,-15.698055555555555,Eddakhla-Oued Eddahab,2.195355310905034,2.2174620736693926,1.484307911770403,74.04351806640625,0.1,27476.20506766814,6.0,37.0,Bare/sparse vegetation,point,0,0.0630485451255714,Easy,Easy
loc_00257,Neptunian dyke in the Izik deposits,23.59083333333333,-15.698055555555555,Eddakhla-Oued Eddahab,2.195355310905034,2.2174620736693926,1.484307911770403,74.04351806640625,0.1,27476.20506766814,6.0,37.0,Bare/sparse vegetation,point,0,0.0630485451255714,Easy,Easy
loc_00258,Shark tooth,23.59083333333333,-15.698055555555555,Eddakhla-Oued Eddahab,2.195355310905034,2.2174620736693926,1.484307911770403,74.04351806640625,0.1,27476.20506766814,6.0,37.0,Bare/sparse vegetation,point,0,0.0630485451255714,Easy,Easy
loc_00259,Miocene-Pliocene succession,23.59083333333333,-15.698055555555555,Eddakhla-Oued Eddahab,2.195355310905034,2.2174620736693926,1.484307911770403,74.04351806640625,0.1,27476.20506766814,6.0,37.0,Bare/sparse vegetation,point,0,0.0630485451255714,Easy,Easy
loc_00260,Neolithic engravings on Lower Cretaceous sandstones,23.326666666666668,-15.23277777777778,Eddakhla-Oued Eddahab,495.97656295104014,3.979556238821704,2.145162282896436,179.62554931640625,0.1,83156.9963596243,7.0,69.0,Bare/sparse vegetation,point,0,0.0819806116012197,Easy,Easy
loc_00261,Metabasite,23.2075,-15.088333333333331,Eddakhla-Oued Eddahab,785.0323550682352,0.516905594132378,0.3731265737990702,165.50787353515625,0.1,102618.70945102922,7.0,29.0,Bare/sparse vegetation,point,0,0.0815516215125164,Easy,Easy
loc_00262,Metagabbro of the Adrar Souttouf massif,23.2075,-15.088333333333331,Eddakhla-Oued Eddahab,785.0323550682352,0.516905594132378,0.3731265737990702,165.50787353515625,0.1,102618.70945102922,7.0,29.0,Bare/sparse vegetation,point,0,0.0815516215125164,Easy,Easy
loc_00263,Rounded hills of nepheline syenite,22.55027777777778,-14.317222222222222,Eddakhla-Oued Eddahab,197.2961000529725,0.7922918861089138,0.8448534248288998,309.59716796875,0.1,209330.8512233057,7.0,8.0,Bare/sparse vegetation,point,0,0.0686221588210507,Easy,Easy
loc_00264,Magmatic lineation,22.55027777777778,-14.317222222222222,Eddakhla-Oued Eddahab,197.2961000529725,0.7922918861089138,0.8448534248288998,309.59716796875,0.1,209330.8512233057,7.0,8.0,Bare/sparse vegetation,point,0,0.0686221588210507,Easy,Easy
loc_00265,Dliyat N’sour migmatite with large basic blocks crosscut by granite veins,22.59777777777777,-14.4025,Eddakhla-Oued Eddahab,211.4617554889434,5.346308889928751,7.196027014866348,298.3929138183594,0.1,199176.76486551567,7.0,71.0,Bare/sparse vegetation,point,1,0.1088707960773748,Easy,Easy
loc_00266,Awsard panorama,22.627222222222223,-14.408055555555556,Eddakhla-Oued Eddahab,1992.6529320346424,0.9240577017454727,1.0599143288352273,312.7580261230469,0.1,196722.91204771047,7.0,71.0,Bare/sparse vegetation,point,1,0.2374240442142014,Easy,Easy
loc_00267,Laglat mica-schists showing superimposed structures,22.612222222222226,-14.4825,Eddakhla-Oued Eddahab,5142.072689349501,23.40587610820144,28.309610414110924,343.8375244140625,0.1,191755.49901570767,7.0,39.0,Bare/sparse vegetation,point,0,0.7216029281115214,Very Difficult,Difficult
loc_00268,Late Precambrian rhyolites of Sidi Daoui,33.233333333333334,-8.5,Grand Casablanca-Settat,82.56784536021244,2.506683007265805,1.3795942196176072,41.22566986083984,0.05,1116.901252403013,3.0,71.0,Built-up,point,1,0.0607834171216963,Easy,Easy
loc_00269,Sidi Saïd Mâachou Basin,33.009166666666665,-8.002222222222223,Grand Casablanca-Settat,175.72560582061425,0.4881636700737152,0.603247524293001,208.83653259277344,0.2,35662.473821049214,5.0,17.0,Cropland,point,0,0.0690441998330819,Easy,Easy
loc_00270,Lalla Fatna escarpment,32.398375,-9.262372222222222,Marrakech-Safi,319.1953696417934,7.548429215801579,12.139175215043313,0.0,0.1,11210.073194867233,5.0,71.0,Bare/sparse vegetation,point,4,0.1470512949113002,Easy,Easy
loc_00271,Jorf Lasfar escarpment,33.15685,-8.62353888888889,Grand Casablanca-Settat,65.28819657522371,21.291259972644152,22.66835550040253,41.14682769775391,0.15,15069.476914728177,9.0,82.0,Grassland,point,1,0.3258222227445005,Moderate,Moderate
loc_00272,ElKhénzira cave,33.156844444444445,-8.623055555555556,Grand Casablanca-Settat,20.848288950448893,8.809599062765475,15.656714857117205,40.64453125,0.15,15035.274985774606,9.0,82.0,Grassland,point,1,0.1799966868524942,Easy,Easy
loc_00273,Sidi Moussa Lagoon,32.86666666666667,-8.851388888888888,Grand Casablanca-Settat,22.38291991150042,1.4771076492978632,1.804351806640625,70.09602355957031,0.2,53233.02668784939,9.0,17.0,Cropland,point,1,0.0687329587733399,Easy,Easy
loc_00274,Zima Lake,32.080000000000005,-8.66,Marrakech-Safi,1072.2922339606637,0.4748735202811199,0.1884556289546745,356.6802673339844,0.9,22001.64198370697,5.0,14.0,Water bodies,point,0,0.1489170550264395,Easy,Easy
loc_00275,Phosphate de posit of Ganntour,32.13,-8.5,Marrakech-Safi,1124.075472779325,0.943489630906766,1.144283326204158,510.0801086425781,0.2,13233.390047459305,8.0,71.0,Cropland,point,1,0.1267839201669535,Easy,Easy
loc_00276,The flute casts of Punta Cires,35.9,-5.416666666666667,Tanger-Tétouan-Al Hoceima,1819.00442981291,35.82407049432999,45.86792748821669,627.4409790039062,0.15,8394.673467891742,10.0,71.0,Grassland,point,1,0.5879363387867081,Difficult,Difficult
loc_00277,Current patterns and inverted series of the Tizirène nappe at Ksar Sghir,35.848888888888894,-5.566388888888889,Tanger-Tétouan-Al Hoceima,402.5036454645392,0.0,0.0,0.0,0.9,18506.01715039013,3.0,82.0,Water bodies,point,3,0.1032880919440328,Easy,Easy
loc_00278,The sandstone-mica flysch of the Oued Ledian coast,35.848888888888894,-5.566388888888889,Tanger-Tétouan-Al Hoceima,402.5036454645392,0.0,0.0,0.0,0.9,18506.01715039013,3.0,82.0,Water bodies,point,3,0.1032880919440328,Easy,Easy
loc_00279,Cap Malabata,35.78333333333333,-5.7133,Tanger-Tétouan-Al Hoceima,778.9589857939515,17.228482554493652,16.80338999850691,254.0174865722656,0.15,8265.527208321657,3.0,71.0,Grassland,point,1,0.2767443801757944,Moderate,Moderate
loc_00280,"Ain Asserdoune,  Béni Mellal city",32.3241,-6.3375,Béni Mellal-Khénifra,106.56288488691804,20.81745909909193,27.146415269079288,688.8087768554688,0.1,1863.6487117235988,5.0,71.0,Bare/sparse vegetation,point,1,0.3670258257221931,Moderate,Moderate
loc_00281,"Taghbaloute-n- Ouhlima, El Ksiba city",32.55341501,-6.01361989,Béni Mellal-Khénifra,14.51471172500096,11.471146983523562,9.792559158703511,1142.0794677734375,0.55,40130.45273341728,9.0,71.0,Tree cover,point,0,0.226724855931155,Easy,Moderate
loc_00282,"Ain Tamda,  Zaouit Cheikh city",32.64057778,-5.91269444,Béni Mellal-Khénifra,287.0921314530633,8.987341324156423,9.904223733697057,714.1781616210938,0.55,53560.8943995618,9.0,71.0,Tree cover,point,1,0.186269087964199,Easy,Easy
loc_00283,"Sources d’Ouchrah, Tagzirte",32.42897599,-6.170837578,Béni Mellal-Khénifra,1505.7709615390525,39.38599018133336,54.79465604419551,683.3754272460938,0.55,20118.752196152327,5.0,71.0,Tree cover,point,1,0.5664131785456258,Difficult,Difficult
loc_00284,"Jbel Taçmit, Foum El Ancer",32.29302956,-6.214958909,Béni Mellal-Khénifra,4835.728731322713,15.35528882750611,17.684162738894628,2010.3250732421875,0.15,13785.884025187575,9.0,71.0,Grassland,point,0,0.7214761814960163,Very Difficult,Difficult
loc_00285,"Canyon Moudj, Foum El Ancer",32.280556,-6.2975,Béni Mellal-Khénifra,24.30783102618309,9.142088626846869,13.389631287125516,1252.2607421875,0.35,7943.981633918602,9.0,71.0,Shrubland,point,1,0.242450350069251,Easy,Easy
loc_00286,Bine El Ouidane dam anchored in massive oncolithic limestones of the Fm BI,32.10894444444445,-6.4633416666666665,Béni Mellal-Khénifra,8.204180413967157,21.470050897276376,30.42618176168647,868.0701293945312,0.15,27100.08718926285,9.0,71.0,Grassland,point,1,0.3955991849163743,Moderate,Moderate
loc_00287,"Panoramic view on the Tadla plain and the Afourer
 pumped storage power station (PSPS)",32.10894444444445,-6.4633416666666665,Béni Mellal-Khénifra,8.204180413967157,21.470050897276376,30.42618176168647,868.0701293945312,0.15,27100.08718926285,9.0,71.0,Grassland,point,1,0.3955991849163743,Moderate,Moderate
loc_00288,"Rhynchonella-type brachiopods and big gasteropds ( marl-limestones of Fm
 BII)",32.10691388888889,-6.458327777777778,Béni Mellal-Khénifra,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,9.0,71.0,Grassland,point,1,0.3820175369521214,Moderate,Moderate
loc_00289,"Overfold affecting the marl-limestones of Fm
 BII",32.10691388888889,-6.458327777777778,Béni Mellal-Khénifra,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,9.0,71.0,Grassland,point,1,0.3820175369521214,Moderate,Moderate
loc_00290,"Large lamellibranchs, gasteropods, and polypiers  (marl-limestones of Fm BII)",32.10691388888889,-6.458327777777778,Béni Mellal-Khénifra,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,9.0,71.0,Grassland,point,1,0.3820175369521214,Moderate,Moderate
loc_00291,Massive oncolitic limestones of Fm BIII ( beginning of Middle-Upper regression),32.106411111111115,-6.451858333333334,Béni Mellal-Khénifra,17.510741575467353,28.43409243481384,35.1070006819796,820.96923828125,0.15,26970.66922073131,9.0,71.0,Grassland,point,1,0.4387541177186892,Moderate,Difficult
loc_00292,"Black limestone beds of Fm BII with large ammonites  lamellibranchs, gasteropods, and polypiers",32.10691388888889,-6.458327777777778,Béni Mellal-Khénifra,5.869110571220661,21.84667565397437,25.997191373966945,849.2076416015625,0.15,27133.72460939199,9.0,71.0,Grassland,point,1,0.3820175369521214,Moderate,Moderate
loc_00293,Passage of the marine carbonate deposits from FmBIII to the red layers (Middle and Upper Jurassic regression),32.106902777777776,-6.447197222222222,Béni Mellal-Khénifra,8.545177396944375,11.014582947161886,15.697192483697057,815.8162841796875,0.05,26771.526183420014,9.0,71.0,Built-up,point,1,0.220062168299761,Easy,Easy
loc_00294,Footprints of Theropod & Sauropod dinosaurs ( Saurischia dinosaurs) in silt beds of Bathonian-age (165 Ma),32.106902777777776,-6.447197222222222,Béni Mellal-Khénifra,8.545177396944375,11.014582947161886,15.697192483697057,815.8162841796875,0.05,26771.526183420014,9.0,71.0,Built-up,point,1,0.220062168299761,Easy,Easy
loc_00295,YellowishTilouguite Fm of Upper Bajocian-Lower Bathonian age,32.106902777777776,-6.447197222222222,Béni Mellal-Khénifra,8.545177396944375,11.014582947161886,15.697192483697057,815.8162841796875,0.05,26771.526183420014,9.0,71.0,Built-up,point,1,0.220062168299761,Easy,Easy
loc_00296,The first basalt flow (the major effusive event of Middle Jurassic),32.11295555555556,-6.4165833333333335,Béni Mellal-Khénifra,12.980954113032578,8.04056303770829,10.092931826252585,821.9075317382812,0.15,25309.718566341508,9.0,71.0,Grassland,point,2,0.1648231400189174,Easy,Easy
loc_00297,Panoramic view of the Ouaouizaght syncline (Cretaceous formation),32.13167777777778,-6.397130555555556,Béni Mellal-Khénifra,11.14394853964539,4.019874997324269,5.623744996126033,885.3196411132812,0.15,22892.338804333696,5.0,69.0,Grassland,point,0,0.1268834953355245,Easy,Easy
loc_00298,Gypsum of the Iouaridene Fm of Lower Barremian (sabkha environment),32.13381666666667,-6.311780555555555,Béni Mellal-Khénifra,2.422127992784546,31.979126557880168,31.86414936160253,842.4544067382812,0.15,22621.04680027556,9.0,71.0,Grassland,point,0,0.4429355064313369,Moderate,Moderate
loc_00299,Euphorbia resinifiera (in Arabic Zakoum) couvering  the Iouardene Fm,32.13381666666667,-6.311780555555555,Béni Mellal-Khénifra,2.422127992784546,31.979126557880168,31.86414936160253,842.4544067382812,0.15,22621.04680027556,9.0,71.0,Grassland,point,0,0.4429355064313369,Moderate,Moderate
loc_00300,The basaltic flow B2  (The Major effusive Upper Barremian event),32.13381666666667,-6.311780555555555,Béni Mellal-Khénifra,2.422127992784546,31.979126557880168,31.86414936160253,842.4544067382812,0.15,22621.04680027556,9.0,71.0,Grassland,point,0,0.4429355064313369,Moderate,Moderate
loc_00301,Mio-Pliocene alluvial terraces,32.13302222222222,-6.300258333333333,Béni Mellal-Khénifra,0.6375606401540523,17.739396303853002,12.962135504099948,818.4636840820312,0.15,22919.47667532958,9.0,71.0,Grassland,point,0,0.2550750629579363,Moderate,Moderate
loc_00302,The acted conglomerates deposited by the ancient Oued El Abid River,32.13302222222222,-6.300258333333333,Béni Mellal-Khénifra,0.6375606401540523,17.739396303853002,12.962135504099948,818.4636840820312,0.15,22919.47667532958,9.0,71.0,Grassland,point,0,0.2550750629579363,Moderate,Moderate
loc_00303,The spectacular land scapes overlooking the entire Bine El Ouidane dam are panoramic,32.09181944444445,-6.331558333333333,Béni Mellal-Khénifra,18.81134508248273,12.949648808378516,16.983697055785125,1118.982666015625,0.2,27028.466804232576,9.0,71.0,Cropland,point,1,0.2753153529693659,Moderate,Moderate
loc_00304,"Beautiful views of the lake, the outlet and the meanders of Ahansal river",32.069947222222225,-6.424030555555556,Béni Mellal-Khénifra,4385.488123370983,24.541921139203296,28.37785049312371,871.8032836914062,0.1,30126.302598263537,9.0,71.0,Bare/sparse vegetation,point,1,0.7550063332201217,Very Difficult,Difficult
loc_00305,Panoramic view of the meanders,32.069947222222225,-6.424030555555556,Béni Mellal-Khénifra,4385.488123370983,24.541921139203296,28.37785049312371,871.8032836914062,0.1,30126.302598263537,9.0,71.0,Bare/sparse vegetation,point,1,0.7550063332201217,Very Difficult,Difficult
loc_00306,Continental Guettioua Fm on the marine Fm BIII with a gap in the Tilougite Fm,32.069947222222225,-6.424030555555556,Béni Mellal-Khénifra,4385.488123370983,24.541921139203296,28.37785049312371,871.8032836914062,0.1,30126.302598263537,9.0,71.0,Bare/sparse vegetation,point,1,0.7550063332201217,Very Difficult,Difficult
loc_00307,Coffee built on the massive limestone of BIII,32.069947222222225,-6.424030555555556,Béni Mellal-Khénifra,4385.488123370983,24.541921139203296,28.37785049312371,871.8032836914062,0.1,30126.302598263537,9.0,71.0,Bare/sparse vegetation,point,1,0.7550063332201217,Very Difficult,Difficult
loc_00308,"Hotels, chalets and guest houses, coffee shop, and restaurants",32.10832777777778,-6.472758333333333,Béni Mellal-Khénifra,1.0246737191344992,24.449028068283017,33.0034850569796,856.4182739257812,0.05,27513.15066870841,9.0,71.0,Built-up,point,1,0.4148713816313736,Moderate,Difficult
loc_00309,Cavities and caves  on the left bank of the Assif Assemsil,32.10832777777778,-6.472758333333333,Béni Mellal-Khénifra,1.0246737191344992,24.449028068283017,33.0034850569796,856.4182739257812,0.05,27513.15066870841,9.0,71.0,Built-up,point,1,0.4148713816313736,Moderate,Difficult
loc_00310,Deep gorges in Fm BIII limestones from the Assif Assemssil river,32.08027777777778,-6.46,Béni Mellal-Khénifra,2280.446184229308,15.015368344902354,10.037420603854596,824.09423828125,0.15,29964.574898004805,3.0,71.0,Grassland,point,0,0.4290079247280438,Moderate,Moderate
loc_00311,Well-distinguished fault making contact between the Fm m. BIII & the Guettioua Fm,32.07277777777778,-6.445277777777778,Béni Mellal-Khénifra,3599.9893256255546,13.027255523468405,18.219178759362087,867.159423828125,0.15,30327.99202183607,3.0,71.0,Grassland,point,0,0.5992030651727757,Difficult,Moderate
loc_00312,"Oblique, cross-stratification, bioclasts of brachiopods & lamellibranchs on granary stone",32.07277777777778,-6.445277777777778,Béni Mellal-Khénifra,3599.9893256255546,13.027255523468405,18.219178759362087,867.159423828125,0.15,30327.99202183607,3.0,71.0,Grassland,point,0,0.5992030651727757,Difficult,Moderate
loc_00313,"Limestone banks rich in fossils of gastropods, lamellibranch, brachio pods, ammonites, & places polypiers in the Ouaouizaght syncline",32.07277777777778,-6.445277777777778,Béni Mellal-Khénifra,3599.9893256255546,13.027255523468405,18.219178759362087,867.159423828125,0.15,30327.99202183607,3.0,71.0,Grassland,point,0,0.5992030651727757,Difficult,Moderate
loc_00314,Spring of Ain Asserdoune,32.38333333333333,-5.916666666666667,Béni Mellal-Khénifra,5909.47877731894,5.4945534074939415,5.000073645725723,1619.8720703125,0.35,41377.65503238182,9.0,71.0,Shrubland,point,0,0.5519975470250131,Difficult,Difficult
loc_00353,Accident of Izelfane,33.357055555555554,-4.04425,Fés-Meknés,18.217900830609185,20.61440209844582,27.9546281798812,1835.379638671875,0.1,63652.557126844826,7.0,71.0,Bare/sparse vegetation,point,1,0.4620061629480256,Difficult,Difficult
loc_00354,Fossils of Ighzer Izelfane,33.35788888888889,-4.029638888888889,Fés-Meknés,500.8172298546645,20.06493513729521,30.490632868995352,1645.4337158203125,0.1,65008.123288137154,9.0,71.0,Bare/sparse vegetation,point,2,0.4600621294195693,Difficult,Difficult
loc_00355,Diapir of Tittaouine,33.36786111111111,-4.016694444444444,Fés-Meknés,749.0728678054992,23.52083298624,22.171088100464875,1623.848876953125,0.15,66204.73273162587,9.0,8.0,Grassland,point,1,0.4613994235208976,Difficult,Moderate
