Locality ID,Geological Domain,Region,Geosite Name,Geosite Type,Reference,Title,Latitude,Longitude,Accessibility Class,
loc_00506,Rif,,Sebkha Talaklekt,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",21.57818056,-15.65790556,Difficult,
loc_00507,Rif,,Sebkhet Dkhayla,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",21.75364444,-16.87659722,Moderate,
loc_00508,Rif,,Sebkhat Fares,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",22.41135833,-16.41094722,Difficult,
loc_00509,Rif,,Sebkha of Imili,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",23.11620556,-16.09349167,Moderate,
loc_00510,Rif,,Sebkhat Ad-Dam,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",23.863325,-15.67668056,Easy,
loc_00511,Rif,,Sebkha of Skaymate,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",24.54140556,-14.96067222,Difficult,
loc_00512,Rif,,Sebkhat Aridal,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",26.26896667,-14.19548611,Moderate,
loc_00513,Rif,,Sebkha Oum Dba,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",27.8315,-12.93711389,Moderate,
loc_00514,Rif,,Sebkha Tizfourine,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",27.87375278,-12.78620278,Moderate,
loc_00515,Rif,,Sebkha Tah,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",27.7551,-12.71916389,Easy,
loc_00516,Rif,,Sebkha Tazgha,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",27.99401944,-12.26803056,Easy,
loc_00517,Rif,,Sebkha Lahmira,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",28.13802222,-11.808975,Difficult,
loc_00518,Rif,,Sebkha Zima,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",31.91809444,-9.111813889,Moderate,
loc_00519,Rif,,Sebkha Lamhaguen,,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",27.85493056,-12.64991389,Difficult,
loc_00520,Rif,Tanger-Tétouan-Al Hoceima,Akchour Dam,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.238167,-5.176274938,Easy,
loc_00521,Rif,Tanger-Tétouan-Al Hoceima,Sidi Abdel Hamid Ecomuseum,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.1723294,-5.268751287,Moderate,
loc_00522,Rif,Tanger-Tétouan-Al Hoceima,Sidi Abdel Hamid Lookout,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.17314094,-5.269189069,Moderate,
loc_00523,Rif,Tanger-Tétouan-Al Hoceima,Bab Taza Phtanites,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.06451014,-5.181156471,Easy,
loc_00524,Rif,Tanger-Tétouan-Al Hoceima,Ametrasse fallen blocks,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.07907971,-5.081361119,Moderate,
loc_00525,Rif,Tanger-Tétouan-Al Hoceima,Jbel Chrafate Panorama,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.07907069,-5.081361153,Easy,
loc_00526,Rif,Tanger-Tétouan-Al Hoceima,Koudiat Sbaâ Panorama,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.06633353,-5.040103522,Easy,
loc_00527,Rif,Tanger-Tétouan-Al Hoceima,Raghdat Southern entry of TNP,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.09006161,-5.156661161,Easy,
loc_00528,Rif,Tanger-Tétouan-Al Hoceima,Jbel Bou Slimane Panorama,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.12139745,-5.133855305,Moderate,
loc_00529,Rif,Tanger-Tétouan-Al Hoceima,Jbel Kelti Panorama,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.08412718,-5.08150683,Easy,
loc_00530,Rif,Tanger-Tétouan-Al Hoceima,Oued El Kelaa Gorge and waterfall,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.20843181,-5.131553454,Difficult,
loc_00531,Rif,Tanger-Tétouan-Al Hoceima,Jbel Tissouka Panorama,,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",35.16071046,-5.216027759,Difficult,
loc_00532,Rif,Souss-Massa,Ammonites from Alma,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.51041667,-9.590416667,Moderate,
loc_00533,Rif,Souss-Massa,The anticlinal fold of the Paradis Valley,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.58777778,-9.528083333,Moderate,
loc_00534,Rif,Souss-Massa,The gorges of the Paradise Valley,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.58908333,-9.524611111,Moderate,
loc_00535,Rif,Souss-Massa,Imouzzer Ida-Outanane faults and fold,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.69122222,-9.6215,Moderate,
loc_00536,Rif,Souss-Massa,Imouzzer Ida-Outanane waterfalls,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.67741667,-9.480111111,Easy,
loc_00537,Rif,Souss-Massa,The Moulay Abd Allah dam,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.77252778,-9.675916667,Easy,
loc_00538,Rif,Souss-Massa,Imi Ouggoug cave,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.61472222,-9.468666667,Difficult,
loc_00539,Rif,Souss-Massa,Assif n’El Had cave,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.74697222,-9.476666667,Easy,
loc_00540,Rif,Souss-Massa,The Birfichou chasm,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.69477778,-9.402555556,Moderate,
loc_00541,Rif,Souss-Massa,The Win Timdwin cave,,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",30.68044444,-9.344833333,Difficult,
loc_00542,Rif,Tanger-Tétouan-Al Hoceima,Beni Moussa spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.318922,-5.342704,Easy,
loc_00543,Rif,Tanger-Tétouan-Al Hoceima,Boujmil spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.761002,-5.441038,Moderate,
loc_00544,Rif,Tanger-Tétouan-Al Hoceima,Zarjoun spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.745521,-5.432185,Moderate,
loc_00545,Rif,Tanger-Tétouan-Al Hoceima,Al Kouf spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.714694,-5.430446,Moderate,
loc_00546,Rif,Tanger-Tétouan-Al Hoceima,Polje of Fahs Lamhar,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.664804,-5.441151,Moderate,
loc_00547,Rif,Tanger-Tétouan-Al Hoceima,Onsar spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.648108,-5.431448,Moderate,
loc_00548,Rif,Tanger-Tétouan-Al Hoceima,Azeroual spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.611045,-5.389665,Easy,
loc_00549,Rif,Tanger-Tétouan-Al Hoceima,Al Mashar cave,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.664627,-5.426957,Difficult,
loc_00550,Rif,Tanger-Tétouan-Al Hoceima,Alouiya spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.641148,-5.443133,Moderate,
loc_00551,Rif,Tanger-Tétouan-Al Hoceima,Al Keddane spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.654769,-5.456236,Moderate,
loc_00552,Rif,Tanger-Tétouan-Al Hoceima,Limestone pavement of Bhar Nazef,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.60087,-5.390362,Moderate,
loc_00553,Rif,Tanger-Tétouan-Al Hoceima,Doline of Dersa Mountain,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.594108,-5.379917,Moderate,
loc_00554,Rif,Tanger-Tétouan-Al Hoceima,Torreta spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.548847,-5.355334,Moderate,
loc_00555,Rif,Tanger-Tétouan-Al Hoceima,Zarka spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.312201,-5.203304,Easy,
loc_00556,Rif,Tanger-Tétouan-Al Hoceima,Taht Lghar cave,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.304508,-5.195604,Moderate,
loc_00557,Rif,Tanger-Tétouan-Al Hoceima,Uvala of Dar Akhanous,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.501247,-5.34851,Difficult,
loc_00558,Rif,Tanger-Tétouan-Al Hoceima,Al Hamma cave,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.27706,-5.18095,Moderate,
loc_00559,Rif,Tanger-Tétouan-Al Hoceima,Moukdassen spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.536092,-5.334538,Moderate,
loc_00560,Rif,Tanger-Tétouan-Al Hoceima,Limestone pavement of Jebala,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.373907,-5.265274,Moderate,
loc_00561,Rif,Tanger-Tétouan-Al Hoceima,Spring of Mountain Moussa,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.543071,-5.24645,Moderate,
loc_00562,Rif,Tanger-Tétouan-Al Hoceima,Knadel cave,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.2448045,-5.314465,Moderate,
loc_00563,Rif,Tanger-Tétouan-Al Hoceima,Complex of cavities of Mountain Kelti,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.373904,-5.265272,Moderate,
loc_00564,Rif,Tanger-Tétouan-Al Hoceima,Achakrade spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.305593,-5.334694,Moderate,
loc_00565,Rif,Tanger-Tétouan-Al Hoceima,Kelti spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.348393,-5.269338,Moderate,
loc_00566,Rif,Tanger-Tétouan-Al Hoceima,Bouattou spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.3471335,-5.325466,Moderate,
loc_00567,Rif,Tanger-Tétouan-Al Hoceima,Avens of Kayat,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.286726,-5.229632,Moderate,
loc_00568,Rif,Tanger-Tétouan-Al Hoceima,Ifahssa old cave,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.300705,-5.238901,Moderate,
loc_00569,Rif,Tanger-Tétouan-Al Hoceima,Block of Limestone Rocks,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.299242,-5.239654,Moderate,
loc_00570,Rif,Tanger-Tétouan-Al Hoceima,Travertine of Ifahsa,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.299126,-5.21998,Moderate,
loc_00571,Rif,Tanger-Tétouan-Al Hoceima,Ifahsa spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.297071,-5.233062,Moderate,
loc_00572,Rif,Tanger-Tétouan-Al Hoceima,Oued Adelmane cave,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.21421,-5.035252,Difficult,
loc_00573,Rif,Tanger-Tétouan-Al Hoceima,Al Kalaa spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.219337,-5.138959,Difficult,
loc_00574,Rif,Tanger-Tétouan-Al Hoceima,Ruiniform Chaos of Bab Al Arz,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.332065,-5.558865,Moderate,
loc_00575,Rif,Tanger-Tétouan-Al Hoceima,Lkhoujja spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.260086,-5.260401,Moderate,
loc_00576,Rif,Tanger-Tétouan-Al Hoceima,Tazroute springs,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.318987,-5.498023,Moderate,
loc_00577,Rif,Tanger-Tétouan-Al Hoceima,Monte spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.271547,-5.505652,Difficult,
loc_00578,Rif,Tanger-Tétouan-Al Hoceima,Souyah spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.207925,-5.045195,Difficult,
loc_00579,Rif,Tanger-Tétouan-Al Hoceima,Talassemtane spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.127342,-5.069507,Difficult,
loc_00580,Rif,Tanger-Tétouan-Al Hoceima,Ruiniform landscape of Afaska,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.184135,-5.213966,Moderate,
loc_00581,Rif,Tanger-Tétouan-Al Hoceima,Imezzar spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.188157,-5.178,Moderate,
loc_00582,Rif,Tanger-Tétouan-Al Hoceima,Kaf Lahmam cave,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.183612,-5.196393,Moderate,
loc_00583,Rif,Tanger-Tétouan-Al Hoceima,Tizi cave,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.185283,-5.194535,Difficult,
loc_00584,Rif,Tanger-Tétouan-Al Hoceima,Azilane spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.179224,-5.246292,Difficult,
loc_00585,Rif,Tanger-Tétouan-Al Hoceima,Assifane cavities,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.112876,-4.967752,Moderate,
loc_00586,Rif,Tanger-Tétouan-Al Hoceima,Limestone pavement of Bouhalla,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.09254,-5.149741,Moderate,
loc_00587,Rif,Tanger-Tétouan-Al Hoceima,Polje Al Malaab,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.601983,-5.388492,Moderate,
loc_00588,Rif,Tanger-Tétouan-Al Hoceima,Limestone pavement of Tissemlal,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.178221,-5.246293,Easy,
loc_00589,Rif,Tanger-Tétouan-Al Hoceima,Karst complex of Mountain Lakraa,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.132726,-5.136942,Easy,
loc_00590,Rif,Tanger-Tétouan-Al Hoceima,Doline of Tissouka,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.186232,-5.138926,Difficult,
loc_00591,Rif,Tanger-Tétouan-Al Hoceima,Taghobayt cave,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.092642,-5.149841,Moderate,
loc_00592,Rif,Tanger-Tétouan-Al Hoceima,Ketama spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,34.875649,-4.626438,Moderate,
loc_00593,Rif,Tanger-Tétouan-Al Hoceima,Ruiniform Chaos of Bou Slimane,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.086438,-5.142154,Difficult,
loc_00594,Rif,Tanger-Tétouan-Al Hoceima,Al Khattabi undersea cavities,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.213251,-4.65117,Moderate,
loc_00595,Rif,Tanger-Tétouan-Al Hoceima,Oulassen spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.015721,-4.908043,Difficult,
loc_00596,Rif,Tanger-Tétouan-Al Hoceima,Lamouassif spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,34.988318,-4.820548,Moderate,
loc_00597,Rif,Tanger-Tétouan-Al Hoceima,Charika spring,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,34.957309,-4.678067,Moderate,
loc_00598,Rif,Tanger-Tétouan-Al Hoceima,Complex of cavities of Badis,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.154371,-4.225422,Easy,
loc_00599,Rif,Tanger-Tétouan-Al Hoceima,Ksar Seghir beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.844381,-5.553495,Easy,
loc_00600,Rif,Tanger-Tétouan-Al Hoceima,Dalia beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.905462,-5.473829,Easy,
loc_00601,Rif,Tanger-Tétouan-Al Hoceima,Oued Lmarsa beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.904153,-5.446488,Easy,
loc_00602,Rif,Tanger-Tétouan-Al Hoceima,Laila small island,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.511708,-5.466257,Moderate,
loc_00603,Rif,Tanger-Tétouan-Al Hoceima,Sebta peninsula,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.898229,-5.326348,Easy,
loc_00604,Rif,Tanger-Tétouan-Al Hoceima,Rifiyin beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.837834,-5.35421,Easy,
loc_00605,Rif,Tanger-Tétouan-Al Hoceima,Tres Pierdas beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.772728,-5.345322,Easy,
loc_00606,Rif,Tanger-Tétouan-Al Hoceima,Smir lagoon,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.32247,-5.447082,Moderate,
loc_00607,Rif,Tanger-Tétouan-Al Hoceima,Mdiq beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.695322,-5.327791,Easy,
loc_00608,Rif,Tanger-Tétouan-Al Hoceima,Negro Cape beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.663249,-5.283808,Easy,
loc_00609,Rif,Tanger-Tétouan-Al Hoceima,Swamp of Oued Al Mallah,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.591054,-5.260202,Easy,
loc_00610,Rif,Tanger-Tétouan-Al Hoceima,Martil beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.624365,-5.271424,Easy,
loc_00611,Rif,Tanger-Tétouan-Al Hoceima,Coastal erosion of Sidi Abdeslam,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.571666,-5.253896,Easy,
loc_00612,Rif,Tanger-Tétouan-Al Hoceima,Azla beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.550158,-5.2403,Easy,
loc_00613,Rif,Tanger-Tétouan-Al Hoceima,Amsa beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.540827,-5.217951,Easy,
loc_00614,Rif,Tanger-Tétouan-Al Hoceima,Tamrabet beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.533503,-5.193817,Easy,
loc_00615,Rif,Tanger-Tétouan-Al Hoceima,Tamernout beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.524625,-5.169756,Easy,
loc_00616,Rif,Tanger-Tétouan-Al Hoceima,Ouachtam beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.505256,-5.154237,Easy,
loc_00617,Rif,Tanger-Tétouan-Al Hoceima,Cape of Mekkad,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.475134,-5.108713,Easy,
loc_00618,Rif,Tanger-Tétouan-Al Hoceima,Oued Laou beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.311751,-5.411482,Easy,
loc_00619,Rif,Tanger-Tétouan-Al Hoceima,Targha beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.394421,-5.020287,Easy,
loc_00620,Rif,Tanger-Tétouan-Al Hoceima,Stihat beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.337057,-4.944453,Easy,
loc_00621,Rif,Tanger-Tétouan-Al Hoceima,Sidi Yahya Aarab beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.299876,-4.878001,Easy,
loc_00622,Rif,Tanger-Tétouan-Al Hoceima,Jnane Enich beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.304252,-4.895643,Easy,
loc_00623,Rif,Tanger-Tétouan-Al Hoceima,Amtar beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.245279,-4.795919,Easy,
loc_00624,Rif,Tanger-Tétouan-Al Hoceima,Monica beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.212507,-4.653219,Easy,
loc_00625,Rif,Tanger-Tétouan-Al Hoceima,Lhwad beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.211957,-4.64893,Easy,
loc_00626,Rif,Tanger-Tétouan-Al Hoceima,Cala Iris beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.117838,-5.145054,Easy,
loc_00627,Rif,Tanger-Tétouan-Al Hoceima,Badis small island,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.170472,-4.296347,Moderate,
loc_00628,Rif,Tanger-Tétouan-Al Hoceima,Taoussert beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.188456,-4.21334,Easy,
loc_00629,Rif,Tanger-Tétouan-Al Hoceima,Bousikour beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.233504,-4.033563,Easy,
loc_00630,Rif,Tanger-Tétouan-Al Hoceima,Boumehdi beach,,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,35.238055,-3.975661,Easy,
