Locality_ID,Expert_Class,Geosite_Name,Confidence,Expert_Reasoning,Source
loc_00229,Moderate,Chaos alteration of gabbros,from_old_pipeline,see data/final/regional_label_sources/,old_final_260
loc_00231,Moderate,Dinosaur bone deposi tat Agard-n-Sgat,from_old_pipeline,see data/final/regional_label_sources/,old_final_260
loc_00236,Moderate,Dyke of Taguelft,from_old_pipeline,see data/final/regional_label_sources/,old_final_260
loc_00227,Moderate,Folded marly limstones of the Bine El OuidaneII  Fm,from_old_pipeline,see data/final/regional_label_sources/,old_final_260
loc_00228,Moderate,Fossil wood of the Azilal Fm,from_old_pipeline,see data/final/regional_label_sources/,old_final_260
loc_00291,Easy,Massive oncolitic limestones of Fm BIII ( beginning of Middle-Upper regression),from_old_pipeline,see data/final/regional_label_sources/,old_final_260
loc_00230,Moderate,Red facies of the Guettioua Fm,from_old_pipeline,see data/final/regional_label_sources/,old_final_260
loc_00296,Moderate,The first basalt flow (the major effusive event of Middle Jurassic),from_old_pipeline,see data/final/regional_label_sources/,old_final_260
loc_00726,Easy,Imi-n-Ifri natural bridge,High,"Multiple travel guides (Take Your Backpack, Atlas Nomads, Tripadvisor) confirm a paved road accessible year-round from Demnate (~6km) with public transport options; the bridge itself is a short 1-2hr walk from parking, no special skill needed.",bmk_pilot
loc_00727,Easy,"Dinosaur footprints, Iwariden",High,"prehistoire-du-maroc.com (Iroutlane-Iwariden site page) states the trackway is located ""about fifteen meters from the road"" near the marabout of Sidi Boielkhalf, i.e. essentially roadside.",bmk_pilot
loc_00728,Difficult,Jbel Rat ascension,Medium,"Peakery/PeakVisor/FastestKnownTime confirm a 3781m summit reached via the village of Agansou; travel descriptions note trails are ""not marked or maintained,"" recommending a local guide or GPS track -- a real, non-technical but remote high-mountain trek marketed as a multi-day ascension by trekking agency GEEKTRIP.",bmk_pilot
loc_00729,Very Difficult,Jbel M'Goun ascension,High,"Wikiloc routes (""trek ascension M'Goun 4068,"" ""Jbel Mgoun 4071m - Ait Bouguemaz"") describe a 4-day trek from Ait Bougmez to the Tarkeddit plateau, with a 4-6hr summit day along a ridge sustained above 4000m; second-highest peak in Morocco.",bmk_pilot
loc_00730,Moderate,Ait Bouguemez valley trek,High,"Trekking operators (climbingtoubkal.com, takeyourbackpack.com) rate the trail ""moderate""; valley floor is wide and flat with day-walk options between villages (Tabant, Agouti), reachable by public bus from Marrakech.",bmk_pilot
loc_00731,Easy,"Dinosaur footprints, Ibakaliwine",Medium,"Travel-guide description (pinyourfootsteps.com et al.) places the footprints inside the village of Ibaqalliwn near Tabant, reached via a stone staircase (~30 steps) through a tunnel, or a 20-minute drive/1hr walk from Tabant center -- signposted with an information board.",bmk_pilot
loc_00732,Moderate,Hiking lake Izoughar,Medium,"Lonely Planet and Wikiloc (""Ait bouguemaz -> lac izoughar"") describe an 11km round-trip hike from the village, ""pleasant hiking anytime of the year"" -- a real but manageable day hike.",bmk_pilot
loc_00733,Difficult,Jbel Azourki ascension,Medium,"Wikiloc trails for Jbel Azourki (3677m) are rated Moderate-to-Difficult technical grade; can be done as a one-day trek starting ~1850m altitude, ~25km by car from Tabant village -- significant elevation gain, no technical climbing required.",bmk_pilot
loc_00734,Very Difficult,Taghia sources,High,"UKClimbing destination guide and SummitPost/Pin Your Footsteps both describe Taghia village as ""accessible only on foot,"" one of the most isolated regions of the Atlas; reaching the gorges/sources takes ~6hrs hiking (often with donkeys), with associated climbing routes graded TD (Tres Difficile).",bmk_pilot
loc_00735,Moderate,Cliffs of Ait Abdi Plateau,Medium,"Extrem-Sud trekking guide notes a modern bridge (inaugurated 2019) now allows vehicle crossing of the Assif Ait Abdi gorge, followed by a ~1km trail along the wadi to mountain shelters (azibs) and a hairpin ascent onto the plateau for trekking routes -- real hiking effort but not extreme.",bmk_pilot
loc_00736,Moderate,Hiking around Imsfran Cathedral,Medium,"pinyourfootsteps.com describes it as ""a wonderful half-day hike""; bewilderedinmorocco.com recommends hiring a local guide if not an experienced mountain hiker. Located ~15km from Tilouguite village, Azilal province.",bmk_pilot
loc_00737,Easy,Panoramic view of the Bin El Ouidane dam,High,"Serenity Morocco Tours / Morocco Magics describe the dam and Widiane terrace viewpoints as reachable directly by the paved provincial road from Beni Mellal/Azilal, with parking available -- no hiking required.",bmk_pilot
loc_00738,Easy,Panoramic view of the Tadla plain,Medium,"Regional tourism sources describe the Afourer-Bin El Ouidane road as offering a ""much appreciated"" panoramic view over the Tadla plain; consistent with the site sitting just off a paved route (277m to nearest highway), a roadside viewpoint rather than a hike.",bmk_pilot
loc_00756,Moderate,Ediacaran dyke structures,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible.""",dt_pilot
loc_00757,Moderate,Ediacaran-Lower Cambrian contact,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible.""",dt_pilot
loc_00758,Moderate,"Lower Cambrian ""Brèche à Micmacca""",High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible.""",dt_pilot
loc_00759,Moderate,Middle Cambrian Paradoxides-type trilobites,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible.""",dt_pilot
loc_00760,Moderate,Middle Cambrian regression sequences,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible.""",dt_pilot
loc_00761,Moderate,Lower Ordovician oncolite structures,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible.""",dt_pilot
loc_00762,Moderate,Middle Ordovician burrows and oolitic iron,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible.""",dt_pilot
loc_00763,Moderate,Upper Ordovician bioturbation and karstification,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible.""",dt_pilot
loc_00764,Moderate,Upper Ordovician sequences and faults,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible.""",dt_pilot
loc_00765,Easy,Visean–Infra-Cenomanian unconformity,Medium,"OSM/Nominatim reverse geocoding places this point directly on RN10 (tagged highway=primary), within the 'Nouvelle Tinghir' area of Ouaklim village, caïdat de Toudgha -- the entrance to the Tinghir-Todra Gorge corridor, independently documented by multiple tourism/hiking sources (Wikipedia, Komoot, travel guides) as a paved route ~15km/~20min drive from Tinghir. Source paper (El Ouali et al., 2026b) not accessible online to confirm its own access description.",dt_pilot
loc_00766,Easy,Quaternary fluvial terraces,Medium,"OSM/Nominatim reverse geocoding places this point directly on RN10 (highway=primary) within Ouaklim village/Nouvelle Tinghir, same paved Tinghir-Todra Gorge corridor as loc_00765. Source paper (El Ouali et al., 2026b) not accessible online for its own access description.",dt_pilot
loc_00767,Easy,Infra-Cenomanian gypsum & Quaternary travertine,Medium,"OSM/Nominatim reverse geocoding places this point directly on RN10 (highway=primary) within Ouaklim village/Nouvelle Tinghir, same paved corridor as loc_00765/766. Source paper (El Ouali et al., 2026b) not accessible online for its own access description.",dt_pilot
loc_00747,Easy,Plain of Fezouata Shales,Medium,"Fezouata Shales outcrop cluster (Ternata Plain, geosites TER-PAL01-03) in Lahmidi (2021 PhD thesis, Fac. Sciences Rabat, underlying Lahmidi et al. 2020 Bani Geopark inventory, open access via toubkal.imist.ma/handle/123456789/33359). Source states several outcrops lie 'a moins de 100m de la route goudronnee' and that easy access is why fossil vendors dig there freely; 1.3km to highway fits this easily-accessed subset.",dt_pilot
loc_00748,Moderate,Fossiliferous outcrop of Fezouata Shales 1,Medium,Part of the same Fezouata Shales outcrop cluster (Lahmidi 2021 thesis). The source explicitly flags one outcrop of this group (TER-PAL03) as having comparatively 'acces plus difficile' than the roadside sites. At 2.8km from the paved road this outcrop requires an unpaved-track stretch beyond the near-road outcrops.,dt_pilot
loc_00749,Easy,Fossiliferous outcrop of Fezouata Shales 2,Medium,"Within the Fezouata Shales cluster (Lahmidi 2021 thesis), which states some outcrops (e.g. TER-PAL03) sit 'a moins de 100m de la route goudronnee.' At 577m from the highway, this outcrop matches that near-road, easily reached subset.",dt_pilot
loc_00750,Moderate,Fossiliferous outcrop of Fezouata Shales 3,Medium,"Northernmost/most remote outcrop of the Fezouata Shales cluster (Lahmidi 2021 thesis). At 4.7km from the paved road it lies well beyond the roadside outcrops, consistent with the source's note that some Fezouata outcrops (TER-PAL03) have comparatively difficult, off-road access.",dt_pilot
loc_00751,Moderate,Block1: Condensed series / Block 2: Hardground,Medium-High,"Matches the 'Bloc greseux de Zini' geosite pair in Lahmidi (2021 thesis): BEN-STR02 described as a 'serie condensee' and BEN-STR03 as a 'hard-ground siliciclastique', both noted as being in direct contact with the BEN-PAL01 Fezouata fossil outcrop. Reached via track off the Zagora-area roads, same general access class as the adjacent fossil sites.",dt_pilot
loc_00752,Moderate,Desert landforms 1,Medium,"Matches the erg/reg geomorphological geosite category in Lahmidi (2021 thesis): source states these desert-landform sites are 'plus loin de la route goudronnee. Cependant, toutes ces zones sont facilement abordables depuis des pistes par des voiture tout terrain' (farther from pavement but easily reached by 4x4 off-road vehicle via track) -- standard desert-tour access, consistent with this site's 10km remoteness from any paved road.",dt_pilot
loc_00753,Moderate,Desert landforms 2,Medium,"Same erg/reg geomorphological geosite category (Lahmidi 2021 thesis), which notes sites like ELI-GEO01 are 'pas loin de cette route nationale' yet still reached via piste/off-road vehicle rather than pavement. At 1.8km from the highway this fits that closer-in subset of desert-landform geosites.",dt_pilot
loc_00754,Easy,The members of the first Bani are horizontal,High,"Matches geosite TAG-GEO03 in Lahmidi (2021 thesis): a Premier Bani cuesta observation point explicitly stated to be 'un paysage bien visible depuis de nombreux endroits le long de la route nationale qui connecte Tagounite a M'hamid El Ghizlane' -- i.e. visible and reached directly from the paved N9 national road, matching this site's 540m distance to the highway.",dt_pilot
loc_00755,Easy,The first Bani constitutes a natural bar that blocks sand deposits,High,"Near-verbatim match to geosite TER-GEO04 in Lahmidi (2021 thesis), described as 'une barriere naturelle qui bloque l'action de vent' -- the same 'natural bar blocking sand' framing as the geosite name. The source notes a tourist camp was installed at this site specifically because of the sand accumulations, indicating routine vehicle/tour access despite being off the paved road (2.5km).",dt_pilot
loc_00454,Easy,wadi Ziz canyon,High,"Within the Gorges du Ziz, traversed directly by the paved N13 highway (~55km Errachidia-Kerrandou) with marked lookout points/photo stops along the road itself; described as a must-do scenic drive (dangerousroads.org, Voyage-Maroc, Hertz Morocco 'Wonders of Ziz Valley').",dt_pilot
loc_00455,Easy,Hammat Moulay Ali Cherif,High,"Developed thermal spa resort overlooking the Ziz gorges, with pools and sanitary blocks, 10dh entrance, recently renovated (Medias24, Sept 2024 'La station thermale Moulay Ali Cherif fait peau neuve'); organized day tours run there from Casablanca, confirming vehicle road access.",dt_pilot
loc_00456,Easy,Hassan Addakhil Dam Lake,High,"Named, well-documented reservoir/lake just outside Errachidia on the Ziz; multiple tourism sources describe a walking trail down to the lake edge and it as a standard scenic stop on the Errachidia-Erfoud route (ThirdRockTourist, Expedia attraction listing, Wikipedia Ziz Gorges, dangerousroads.org).",dt_pilot
loc_00457,Easy,Tunnel Zaabel,High,"The Tunnel du Légionnaire/Zaabel (built by the French, 1927-28) is a passage carved directly into the N13 highway through the gorge -- it IS the road (2m to highway confirms this); documented as a standard photo stop for anyone driving the gorge (zizvalley.com, maroc.eklablog.net, Wikipedia Ziz Gorges).",dt_pilot
loc_00458,Easy,Ziz Valley Ait Atmane,Medium,"Ait Atmane is one of 8 roadside ksour (villages) strung along the paved Gorges du Ziz corridor between the Zaabel tunnel and Hassan Addakhil dam (multiple Ziz Valley travel guides); at least one hotel (Palma Ziz) is located in the village per booking listings, confirming vehicle road access.",dt_pilot
loc_00776,Easy,Geosite 5,Medium-High,"Milu et al. 2019 poster (full text now available): Figure 4 shows ""Volcanic structures belonging to the Ouarzazate Supergroup... occurring at about 30 km South-East of Ouarzazate. Northeastward view from the road Ouarzazate-Zagora."" loc_00776 is 34.2km from Ouarzazate along the correct SE bearing toward Zagora -- strong distance and direction match. Described as viewed directly from the road.",dt_pilot
loc_00739,Easy,Panorama of the Atlas Front,Medium,"Part of the Si Mhamdi et al. 2023 (Geoheritage 15:45) Errachidia 'Pedagogic and Geotouristic Trail', ~5km N of Errachidia town, explicitly designed for student/tourist accessibility; 42m from paved road consistent with a roadside viewpoint stop; full paper text paywalled so no direct site quote available.",dt_pilot
loc_00740,Easy,South Atlas Fault,Medium,"Regional Errachidia stratigraphy literature states the High Atlas rises abruptly north of the South Atlas Fault right at the edge of Errachidia town, matching this site's position; included in Si Mhamdi et al. 2023 Errachidia geotouristic trail; 40m from paved road.",dt_pilot
loc_00741,Easy,Jbel Hamdoun Anticline Structure,Medium,Jbel Hamdoun is a named peak/section within the Errachidia Platform stratigraphic sequence referenced in regional papers; part of Si Mhamdi et al. 2023 trail inventory; 204m from paved road.,dt_pilot
loc_00742,Easy,Jurassic/Cretaceous Contact,Medium,Corresponds to the well-documented Jurassic-Cretaceous 'red beds' contact along the Msemrir-Errachidia transect described in regional stratigraphy papers; part of Si Mhamdi et al. 2023 trail; 144m from paved road.,dt_pilot
loc_00743,Easy,Perched Syncline Between Two Atlassic Faults,Medium,"Structural stop within the Si Mhamdi et al. 2023 Errachidia geotouristic trail inventory, consistent with the South Atlas Fault front geology in this exact corridor; 53m from paved road.",dt_pilot
loc_00744,Easy,Ait Atmane Fault (Amzouj Fault),Medium,"Ait Atmane fault zone is a real, separately field-studied structure (E3S Web of Conferences, Errachidia2024 volume); also part of Si Mhamdi et al. 2023 trail; 29m from paved road.",dt_pilot
loc_00745,Easy,Panorama of El Hassan Addakhil Dam,High,"Barrage Hassan Addakhil is a named, well-documented dam on Oued Ziz N of Errachidia (in service since 1971), directly served by the paved Errachidia-Rich road, described in tourism/news sources as a scenic panoramic viewpoint; 16m from paved road.",dt_pilot
loc_00746,Moderate,Dermchane Waterfall,Medium,"Confirmed as a real site: Wikimedia Commons 'Wiki Loves Earth' photos of 'الدرمشان' (Ad-Darmashan) waterfall geotagged ~250m from given coordinates, photographed by local contributors in 2015/2021; not a developed tourist stop, 3.3km from nearest paved road implying an unpaved track/hike to reach it.",dt_pilot
